10 10 40 60 65 70 75 80 83 85 89 94 98 99 100
15 15 20 27 40 50 52 55 58 67 75 88 98 99 100
10 9 16 29 46 49 51 54 59 65 72 84 90 97 100
8 8 14 27 42 50 55 59 69 87 96 100 100 100 100
5 5 9 14 20 25 35 45 50 59 68 79 91 100 100
35
60
30
not quite
no
