20 12 35 50 52 65 70 80 85 90 94 96 98 99 100
10 10 20 50 60 70 75 80 85 90 93 95 9 98 99
15 16 30 45 50 55 55 62 70 70 80 80 80 80 80
13 13 38 45 52 59 66 70 80 80 80 80 90 96 98
5 5 5 5 6 6 6 6 6 8 8 10 11 12 14
60
90
90
n/a
It seemed like the robot was sometimes guided to return to a certain part of the task even if it had previously messed up other steps. 
