20 20 25 30 35 40 50 55 59 75 78 90 95 100 100
20 25 30 35 39 40 42 50 55 70 78 85 90 95 100
25 25 35 39 40 42 45 50 55 65 78 79 79 79 79
25 25 30 35 40 45 55 59 70 79 79 79 90 95 100
10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
10
0
50
"No, if it didn't reach the required step in order, I didn't increase the progress score."
"When it worked properly, I could keep gradually increasing the score."
