85 85 80 75 65 70 70 75 60 85 30 70 80 80 85
60 50 80 70 75 80 0 45 40 0 25 40 45 50 60
40 40 55 60 70 75 75 70 75 100 65 0 0 0 0
80 80 85 85 70 75 80 70 70 90 80 0 0 0 10 70 70 80
0 0 0 0 0 0 0 20 20 25 15 50 60 55 70
60
20
80
I wouldn't say that it was confusing rather it was harder than expected.
Not that I'm fully aware if I'm being quite honest.
