0 0 10 10 10 40 50 50 50 70 70 80 90 100 100
10 10 20 20 20 30 30 30 30 0 0 20 30 50 20
10 10 20 20 30 40 40 40 40 50 50 0 0 0 0
10 10 20 20 20 40 40 45 45 50 55 0 0 0 60 80 80 90
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
50
50
50
same as above
The only description of the instructions that were confusing were at what phase of the task was supposed to be rated on my part as the observer.  overall the task of grabbing the blue cup or the overall percentage of/ to completed task.
