99 2 70 80 80 70 80 90 90 95 75 90 75 100 100
90 50 75 90 70 95 90 100 100 0 90 40 95 30 30
95 95 100 95 90 90 100 100 95 99 95 0 0 0 50
95 95 80 90 80 90 90 100 100 50 90 0 0 0 90 90 75 75
0 0 0 0 0 0 0 0 0 50 50 95 90 95 100
100
50
50
""
""
