0 0 0 60 70 80 80 80 80 100 80 80 70 75 100
70 80 80 75 50 80 0 0 70 20 0 75 80 40 40
60 60 70 0 75 100 80 50 80 100 75 0 0 0 0
100 25 50 65 75 80 90 95 100 100 50 0 0 0 25 50 70 85
0 0 0 0 0 0 0 0 0 0 0 20 35 60 80
35
45
75
not really
not really
