62 68 65 59 75 49 57 70 78 87 87 85 98 85 75
58 70 85 78 85 75 75 72 73 73 79 79 76 79 79
78 75 75 57 86 86 83 83 86 86 86 75 86 87 86
87 87 78 87 78 58 84 72 73 73 7 75 76 76 76
76 75 68 87 85 85 84 91 84 87 85 75 72 75 76
90
90
90
nothing
nothing
