50 60 90 95 100 100 20 35 45 60 80 95 70 70 100
30 25 85 95 85 100 100 50 70 0 35 45 45 70 100
50 60 90 75 100 10 5 95 100 70 60 80 70 70 100
10 20 80 90 95 100 100 95 95 100 60 50 50 45 90 95 70 100
30 40 70 40 75 50 60 60 80 60 90 20 60 60 100
65
80
65
No
"I found it easy enough, so I'm unsure. "
