10 15 60 70 50 60 50 65 70 85 80 80 80 80 90
10 15 40 50 60 70 75 75 80 85 90 95 100 100 100
20 25 40 45 50 55 55 57 60 65 75 70 0 0 90
15 15 40 45 50 50 55 57 65 65 65 65 80 95 100
0 0 0 0 0 0 0 0 0 0 0 10 10 10 10
60
60
80
"none, all is well."
none
