40 50 50 40 50 60 50 50 40 30 60 20 65 65 60
40 40 45 50 50 65 65 65 70 20 40 50 70 65 70
30 30 45 45 50 60 60 60 75 80 75 0 0 0 0
20 20 40 45 50 55 60 65 65 0 0 0 80 85 100
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
90
90
70
Not at all
Teaching signal about the job and task could be suits in the situations. But emotional or thoughts expression teaching signal not much suits.
