90 100 90 50 90 100 50 50 80 100 90 90 75 100 100
80 80 80 75 90 100 100 80 80 0 100 100 100 80 75
90 90 80 90 90 80 100 75 100 100 100 0 0 50 60
90 100 90 90 90 100 100 90 90 100 100 50 50 50 100 80 80 80
0 20 20 25 50 60 50 50 50 50 50 80 90 100 100
60
80
95
yes
no
