70 70 75 65 90 80 50 60 80 90 70 90 75 80 80
80 70 75 80 75 90 75 90 70 10 50 75 75 75 75
60 80 70 70 80 60 50 70 80 70 70 90 70 60 70
50 70 70 80 80 80 70 80 80 70 80 70 60 50 70
70 60 70 70 70 60 70 60 80 80 70 70 60 70 80
75
40
30
Nothing
Nothing
