64 67 70 69 67 70 70 75 75 68 70 67 64 70 64
65 62 70 71 73 80 70 65 70 42 59 67 68 70 67
64 69 72 76 75 80 78 75 76 89 86 47 42 40 50
63 65 82 79 60 67 70 75 74 86 79 0 0 49 68 72 59 41
47 30 64 48 9 7 0 31 20 42 40 72 60 70 76
25
70
45
None
"Yes, when the robot failed to do the task like when it dropped the cup."
