100 100 100 100 100 100 100 100 100 100 100 100 80 100 100
90 90 100 100 90 100 0 80 90 0 100 100 100 70 60
100 100 100 100 70 90 90 90 100 100 100 0 0 0 0
100 100 100 100 90 100 100 100 90 95 100 0 0 50 100 100 100 0
0 0 0 0 0 0 0 0 0 0 50 100 75 100 100
65
80
50
"I'm not sure what ""teaching signal"" means."
???????????????????????????????????
