3 2 25 30 30 40 65 70 75 78 80 90 92 98 98
3 5 10 50 55 60 70 80 88 88 88 88 90 90 95
5 10 30 0 50 50 75 80 70 75 80 80 90 90 95
3 3 5 10 20 30 40 50 60 65 75 80 85 90 95 98 99 99
2 0 0 0 0 0 0 0 0 0 0 0 0 75 80
45
75
75
no
no
